tool_id,cut_no,vb_mm,wear_stage,fx_mean,fx_std,fx_peak2peak,fx_rms,fx_skewness,fx_kurtosis,fy_mean,fy_std,fy_peak2peak,fy_rms,fy_skewness,fy_kurtosis,fz_mean,fz_std,fz_peak2peak,fz_rms,fz_skewness,fz_kurtosis,vx_mean,vx_std,vx_peak2peak,vx_rms,vx_skewness,vx_kurtosis,vy_mean,vy_std,vy_peak2peak,vy_rms,vy_skewness,vy_kurtosis,vz_mean,vz_std,vz_peak2peak,vz_rms,vz_skewness,vz_kurtosis,ae_rms_mean,ae_rms_std,ae_rms_peak2peak,ae_rms_rms,ae_rms_skewness,ae_rms_kurtosis
c1,11,0.0572,1,-0.8851095475934417,-0.9885208752453757,-1.0384717183056182,-1.0673629696779605,0.15614013894950116,1.2289135520270773,-1.1342787517447313,-0.9796271638566352,-1.3716577874058402,-1.1687165646528235,-0.345989262205148,-0.37518179745815844,-1.2212797800613147,-1.386478286462414,-1.3566629757314466,-1.4152763888817248,0.22031897140743595,3.2060068554381838,-1.6253864981247415,-0.9870582897335771,-0.9387466050428421,-0.986121861114446,-0.5700593828504656,-0.8317094501607551,-1.4012595783168365,-0.9175581560397934,-0.8378342406838925,-0.9129948742110822,1.558146926114649,-0.2412642912405355,-1.38240575081076,-0.9046683962129551,-0.8650378900620166,-0.8986055705658198,-0.31494283505891835,-0.9257273541349117,-0.08084585827507464,-0.03937666968735671,0.42244714453642973,-0.08126566234252647,0.9240549290031794,1.4577033908116421
c1,12,0.0586,1,-0.8775546259461303,-0.9853782529284397,-1.041002760872813,-1.0621181100941846,0.2284678146089555,1.3563518679656532,-1.09456032532569,-0.9403152245445917,-1.2390004188118917,-1.1258582501957384,-0.197512890535503,-0.3464372226118431,-1.1958959682980481,-1.3693528471988423,-1.3657114354468973,-1.3960035665584047,0.2338325795299589,3.2161653328473503,-0.617684441355572,-0.9647139035351292,-0.8837904934744438,-0.9659400222255499,-0.603322683655155,-0.7200541381132003,-0.5183751594376931,-0.9048264106450865,-0.7867038979363123,-0.9049987503314765,1.1400416844818573,0.010234229893103837,-0.4827486919590658,-0.8900623026966842,-0.8870549310212947,-0.8908321290920882,-0.42256069310567784,-0.8372408095550399,0.010713990061861575,0.13918929444057335,0.38005814300526447,0.015921258178785723,0.729436545533472,0.32562585968668956
c1,13,0.06,1,-0.7164172497423165,-0.9751521102013193,-1.0048921721967492,-0.9776792584748474,3.678057801923604,3.11813631598116,-1.1713502133505789,-0.9009222388378452,-0.9795485072808515,-1.1122263546096192,-0.42399599038992664,-0.2513839336613562,-1.4194257798733079,-1.3943460031891133,-1.4516287148402716,-1.4554490264726303,-0.06724474263396986,2.2867618108533883,2.144215007620142,-0.9414195934042893,-1.006692342981953,-0.9372937533158013,-0.31619721979419374,-1.1452398738734921,3.0365015266457216,-0.9081519761522563,-0.8807177539560564,-0.8994463385382611,1.8023967897251973,-0.5378950194242222,2.9007940174718096,-0.8908176968978194,-0.9413636320541807,-0.8789316487442909,0.36556239875802776,-1.1479629262787445,0.004780879554933786,0.050576066534750885,0.040946130755942466,0.005151004765893603,-0.14027603696715804,-0.9240430932553125
c1,14,0.0613,1,-0.6133690197850268,-0.966440208599136,-1.0046878023000192,-0.917893758333847,3.4059754670826865,3.0515620985854195,-1.1590442461640302,-0.8336012308234955,-1.218743043594544,-1.052654086507111,-0.06173427078664693,-0.2410716722951338,-1.420775061958193,-1.3615501538277783,-1.3370723423157727,-1.426258690246957,0.06748979148890737,2.4639088339081394,-1.1491266513646126,-0.9448963040151218,-0.9897059084971752,-0.9452802060670351,-0.7243800732480579,-1.0290761303749054,-1.2603092812297678,-0.9106496708908347,-0.8807177539560564,-0.9070693364917292,1.427898109925466,-0.5799806623971854,-1.346095481252562,-0.8939688610656711,-0.9597111661869125,-0.8883686206749553,0.16313934566077942,-1.1897325060151052,0.40660900981558834,0.32109420291110485,0.8463371598480814,0.4022929281475647,-0.20445218230789333,-0.4572531520988906
c1,15,0.0626,1,-0.5180342270206388,-0.9646751032184905,-0.990303305722484,-0.863315604601778,3.4166183194020014,3.049787772520419,-1.1341755555419297,-0.8169807775293927,-1.1438826353939353,-1.0328226096367816,-0.06711063388401453,-0.2077281557179213,-1.4024265881845293,-1.342573678349984,-1.3426450444897327,-1.406953468732981,0.22124763631638533,2.371781575439883,-2.277928088443526,-0.9297030576073795,-0.9627274537272342,-0.9263751074393078,-0.7406801935317324,-1.0821683951724668,-1.827377167174584,-0.9035406050627826,-0.8724709244806402,-0.8959029577606276,1.5467324786665682,-0.5674344873012291,-1.957304607734988,-0.8803665752883147,-0.936960223862325,-0.8681944842016033,0.12830743174013898,-1.164225310472508,0.4665483634197989,0.9298610015069737,0.8322074926710264,0.4943246569236559,0.08537582128045898,-0.9217054889356975
c1,16,0.0638,1,-0.426734556140933,-0.9669731822005762,-1.0078633960799779,-0.8109941792440992,3.4090409483885744,3.0592871717767007,-1.1051150629750106,-0.8234051396240566,-1.1761281765066465,-1.0312443857455378,-0.07560749302323189,-0.20120473363116517,-1.3848183416508402,-1.3336534204592037,-1.322738433115741,-1.3967314390859884,0.24105095878836877,2.2298885570755878,-1.037801971455228,-0.9229288011116744,-0.9807130902405282,-0.9235397286157553,-0.7654222526459623,-1.121587240241764,-0.5026726165729462,-0.8977265565633683,-0.8815424369035979,-0.8979694078005903,1.4796970660189577,-0.581289912054031,-0.663020913469126,-0.8751242937263363,-0.928153407478614,-0.8749360763267734,-0.01122253164436861,-1.1544194250209285,0.41920514558972205,0.9908062483363586,1.114800836212128,0.45337434612822347,0.5838500168307397,-0.1295482360571819
c1,17,0.065,1,-0.3359606123362174,-0.9635067345266485,-1.0014650462361998,-0.7561760776679064,3.4099130067737766,3.0764987414065943,-1.09287867596809,-0.8033292583166501,-1.0824104708574915,-1.0114540766279878,-0.05810073426213387,-0.18811725371380633,-1.3708807902926579,-1.3219546083517184,-1.3286845637858946,-1.3844684613984375,0.27658848902702643,2.235275514796279,-0.4759030103589446,-0.9110433445365685,-0.9197617665010318,-0.9123653568173354,-0.7377993759582413,-1.089014227393777,-0.049692411995862294,-0.8922978728688686,-0.873295607428182,-0.893831065077597,1.34884041326136,-0.520627446731455,-0.251968024654839,-0.8671910999284544,-0.9274195061133046,-0.8690126486929932,-0.05743838596968867,-1.1636273038334035,0.3411879419330894,0.9062854095909407,1.4256535141073399,0.3745762292825253,0.7534435997875458,0.8182462333557922
c1,18,0.0661,1,-0.24908840918191064,-0.9636570893308586,-0.9802891807827137,-0.7041337748856268,3.4024842320182502,3.0443747040325895,-1.0866145033924497,-0.8070328315406771,-1.1218314105353104,-1.0130205865933708,-0.03387493474495131,-0.1473987432763443,-1.358316772698659,-1.3183574514914824,-1.3095822599421651,-1.3795952020567341,0.28008548082735896,2.206138356326173,-0.4361129599908839,-0.9176841096869903,-0.9707210699553649,-0.9190350855512845,-0.7101181262595547,-1.0717442669304906,-0.15324211627383147,-0.8962772475728554,-0.8609253632150576,-0.8975783726723617,1.3124938554856775,-0.506857166794157,-0.23057524559231796,-0.8667597611094681,-0.9362263224970159,-0.868661395444563,-0.05464373938668629,-1.1500767568390222,0.26478980410124725,0.3939079529212921,0.6061328178381451,0.27160721466250975,0.2177269329502681,-0.417552134010257
c1,19,0.0672,1,-0.16192755798993408,-0.9629840053670721,-0.997723505049912,-0.6512123616780341,3.424275267270398,3.0382843181924772,-1.0775703700079213,-0.8131747902112529,-1.0703348001015782,-1.0159182623124623,-0.04771317898402542,-0.1473226615483892,-1.346540124647061,-1.3133060159303427,-1.295190900204258,-1.3735048653333306,0.1961657620222122,2.0023681827565434,-0.6530694067419766,-0.922912280026341,-0.9557330395276198,-0.9240855642952174,-0.7130161287782502,-1.1083949208902355,-0.33624202787877205,-0.8985213609739774,-0.8873152175363893,-0.8993198411558133,1.3178502021601732,-0.516288148472466,-0.5133653955964484,-0.8670280750898015,-0.9178787883642839,-0.867685962850137,-0.023466719813615013,-1.1751339293504857,0.24262122691193722,0.6276441929621719,0.8322074926710264,0.264447718871955,0.5760027205532996,0.4901997501900006
c1,20,0.0682,1,-0.0748532140933811,-0.9613917237250161,-0.9914194797738557,-0.5977777773967049,3.4152824164029902,2.9934031709270594,-1.0628017289466056,-0.7956310402272877,-1.052440056119083,-0.9976073011874443,-0.03674661942615838,-0.14419255517189858,-1.3295599188848708,-1.3005877508858577,-1.3141783029722356,-1.3598712753395104,0.27585772788494267,2.068694423500996,-0.3375377994495145,-0.9285146785208621,-0.9477394232994891,-0.9299210002575948,-0.6607895809459947,-1.037837811739797,-0.06590620189517415,-0.8996967490998831,-0.8617500461625992,-0.9011955106928957,1.3172617022101485,-0.48740430778736227,-0.22069995161591646,-0.8693857989079907,-0.8826515228294392,-0.871322445188696,-8.938265007075097e-05,-1.1306060850598476,0.12156721247690928,0.10956142004566705,0.22463180405765856,0.11939873075290619,0.038458891687810505,-0.6745920588871059
c1,21,0.0692,1,-0.8582449982128278,-0.98480221128773,-1.0413014553372644,-1.0531629860382308,-0.39931758928291694,0.5886712603516805,-1.161619739251374,-1.0265978784814214,-1.132638260813248,-1.214698343668115,-0.7971302194645967,-0.3885249627558969,-1.6096533235051886,-1.3759896741051985,-1.3661997650188422,-1.4556165061599642,-0.13479839083366538,2.415613569780206,2.7037707027716817,-0.8350785464636399,-0.8867880995599927,-0.8285562254334708,-0.23225133724329763,-1.1609681350727474,3.0877266179396123,-0.834389303057139,-0.8073209716248527,-0.8261759305726871,1.6315162979239242,-0.1363429510442881,2.9791379564245775,-0.8152840670723258,-0.8437547504680476,-0.8036801744591232,0.023953126122461473,-1.0381821950996495,-0.3142055696647215,-0.4151096284454741,-0.32642521584748896,-0.3242832561323037,-0.6224043314180384,-1.8063999033763491
c1,22,0.0702,1,-0.8239056755243003,-0.9708087111569786,-1.0247789352247079,-1.0291287390086103,-0.26648440962180403,0.782188088869917,-1.1499435597656495,-0.9144222077802556,-1.1486954027241907,-1.118367504391975,-0.33115747468373985,-0.34195678332135376,-1.5994616546301985,-1.330263478510645,-1.3123973362980834,-1.412495649186973,0.26991828317478617,2.525703737664084,-0.7759063738125912,-0.8280322486039806,-0.9007769279592214,-0.8290332010035177,-0.6445877864886757,-1.0478505572606247,-1.1798716350611973,-0.830646816673003,-0.8114443863625607,-0.8280063569209425,1.5682564092037976,-0.17646229796412707,-1.2356466024187813,-0.8069635306421945,-0.9186126897295933,-0.8030516775643137,0.002324925338428114,-1.0268386838329733,0.06347303029758025,0.00401445540705663,0.13985380099532804,0.05824422362095072,0.04857362039091713,-0.6495042756817475
c1,23,0.0711,1,-0.8134804335621699,-0.9690643454203696,-1.0170443206715414,-1.023242365931738,-0.2546674367729723,0.7873577098175962,-1.110902656870407,-0.897571311951876,-1.18378485180478,-1.0946006405288906,-0.2808000209883234,-0.2576130480358413,-1.5816695898057913,-1.315307902505803,-1.2860275394130558,-1.3976961190284194,0.28040969091545076,2.436233762721777,-1.9494812884047776,-0.8244845238352577,-0.9437426151854238,-0.8227278433931652,-0.5142177805509855,-1.0320883958498788,-1.570481474882409,-0.827674119156669,-0.8139184352051856,-0.8226777441015295,1.7668616545459286,-0.1126390180908034,-1.7415091764920712,-0.7987335187250959,-0.8980634515009337,-0.7901979052377722,0.13240311949541617,-1.0054651766475677,-0.07819503738097981,-0.1689151587318825,0.13985380099532804,-0.08613120158714058,-0.033415974027020824,-0.6492238131786036
c1,24,0.072,1,-0.8007885810862084,-0.9659424050818877,-1.0098284912408433,-1.0154560383700115,-0.2906951249552443,0.7804287750815161,-1.0800487892554245,-0.8951473811432795,-1.06775340671535,-1.0847094061395723,-0.2426798601575802,-0.21210411038634286,-1.5610865603153339,-1.3046012307095851,-1.2749683108719494,-1.3866134964061438,0.2916545065503709,2.361843475406146,-0.7218571199353254,-0.8337533143454574,-0.8987785239021887,-0.8348193320295033,-0.5889182082988309,-1.059571094745867,-0.39100067250985937,-0.8368470865945359,-0.7817558002510626,-0.8375406504085322,1.644573046685999,-0.10495429237998836,-0.5157993546394927,-0.8023111154152617,-0.8731108050804185,-0.8030684298939339,-0.01709425504335756,-0.997759062780372,-0.1482186400645072,-0.215711832430316,-0.2840362143163245,-0.1553100985051202,0.03483590057085533,-0.6518104236640907
c1,25,0.0729,1,-0.7857869772578328,-0.9628471025352429,-1.0166041393555074,-1.0065308055106439,-0.3411968128909406,0.6029262455397787,-1.0503459931948882,-0.8785648811159329,-1.1914415271029137,-1.0632472652033391,-0.27670479056614367,-0.23823456627901463,-1.5374595676522047,-1.285876445379063,-1.2535105349753093,-1.3677838579538313,0.2819233884742453,2.1864806086647732,-0.29193912165617575,-0.8372275497969287,-0.908770544187352,-0.8385966855455144,-0.5355210516640988,-1.050122649438035,-0.08830425498908478,-0.8398205620896739,-0.8188665328904353,-0.841277230258564,1.6103674055892219,-0.20012014296510452,-0.1964040100217739,-0.8002019507356309,-0.8393513422761921,-0.8022388619271752,-0.021520004027873633,-1.0343890614537663,-0.20441430148955386,-0.29601919430929285,-0.3688142173786542,-0.21324191328887393,0.257105947908406,-0.4642297376728925
c1,26,0.0737,1,-0.7738808526933798,-0.9604198023167856,-0.9938719185346157,-0.9994187249589305,-0.388825779560181,0.5870254043431282,-1.0152158072899307,-0.8601460310985591,-1.0956237048005566,-1.0387390340308338,-0.20731648454660936,-0.17631951259368805,-1.5176909624839547,-1.2665340418264288,-1.2302430671355788,-1.3485420079057455,0.2828718523444957,2.130100226205372,-0.10147956406953079,-0.8344782099181625,-0.8558128366759864,-0.8358639604591495,-0.4694587538080227,-0.9918224391492312,0.07219728148470725,-0.8389151583288981,-0.780931117303521,-0.840657958630124,1.6706208732214056,-0.21289190720536696,-0.08725814159172818,-0.7977027427655897,-0.8356818354496457,-0.8000650378271548,-0.08055416520944605,-1.0037951513753665,-0.2082243238316678,-0.49531811111062385,-0.6231482265656457,-0.22788805893780464,0.03413285906348559,-0.580733697816204
c1,27,0.0745,1,-0.769208110256499,-0.9624750182855895,-0.9985095431142582,-0.9982474163588887,-0.41289175176021636,0.6243602427921111,-1.018318647826214,-0.8476382287309966,-1.0302138215393581,-1.029271018285718,-0.18770952017933276,-0.17474564956708546,-1.5082767641343393,-1.2713185211746278,-1.25879598445989,-1.352300814123313,0.3846722135391425,2.1952078031536852,-0.15094175618678762,-0.8399170213713676,-0.8108487453927515,-0.8413081072366857,-0.344953290944958,-0.8927682080512817,-0.037595863214116246,-0.843168224677437,-0.8056716057297695,-0.8447245997080974,1.8078798155627576,-0.1304087147411199,-0.185574249187657,-0.8005833792476524,-0.8562310736783053,-0.8026551348247721,-0.008958244173190796,-0.9303073505027469,-0.18490371430636138,-0.2638654235093951,0.931115162910412,-0.19288677931476902,0.8164633913339335,2.369026038392746
c1,28,0.0752,1,-0.7620087790136917,-0.9619719232604009,-0.9974248105854604,-0.994422843263469,-0.46965986673080784,0.5351405488010318,-1.0064905598753386,-0.8466155596794224,-0.9979682804266471,-1.0252716555357404,-0.18622722632612002,-0.14843174792636077,-1.4953054538157782,-1.263363524863502,-1.1864083067362847,-1.3439850487895104,0.3577202805801511,2.1563326249526913,-0.027683103075611018,-0.83306552518965,-0.8538144326189537,-0.834438480830391,-0.4135438642235971,-0.8494434965550567,0.12401948257876146,-0.8360605950285425,-0.7850545320412291,-0.8378769129718091,1.5676460659144074,-0.08110850606004741,-0.025264030590895523,-0.7934073750962473,-0.8232055122393881,-0.7959274377284077,-0.15333024619222854,-0.9329257075751894,-0.25877145532136175,-0.5801663986036283,-0.510110889149205,-0.2806479733547244,0.05837977750351415,-0.4504733642601491
c1,29,0.0759,1,-0.7518704049365682,-0.9618427315497418,-1.0139473306980173,-0.9893042832360539,-0.49166965732292645,0.45883993212289126,-0.9909796302070761,-0.8440827415565796,-1.0842043204987684,-1.0190088075504284,-0.20116350381785295,-0.17203588139260628,-1.4807948933778847,-1.257674401751626,-1.2389180983548365,-1.3376013164531242,0.37837469183426986,1.9861846563141439,-0.4657392546303783,-0.8267634739347777,-0.8348295940771434,-0.8280485846911768,-0.3980706069809412,-0.8238548173698781,-0.3137912589676417,-0.8316420109746752,-0.7240279939231496,-0.832561725166914,1.4897182297425033,0.09692895275393446,-0.4312302655827244,-0.7843281028592423,-0.8026562740107286,-0.7854898027744578,-0.17334654045652606,-0.8759766810282199,-0.2797263332955908,-0.8482234076501087,-0.7220558968050313,-0.31462901572416596,-0.5225890339655117,-0.967955716984516
c1,30,0.0767,1,-0.7422630173968103,-0.9603118875740754,-0.9963400780566627,-0.9836783137420516,-0.5309063699046915,0.4543353935842353,-0.964788566705247,-0.8295770333982578,-1.0741412615355073,-0.9999766432183385,-0.18002125615433953,-0.12384221851132038,-1.4620201810391773,-1.24452914678828,-1.188103097603623,-1.3239511742751913,0.34101009078616457,2.091380923536199,-0.120840224997607,-0.8099222612432566,-0.8308327859630781,-0.8112946648565522,-0.4094698083195752,-0.742345224151686,-0.015105709897533176,-0.8246289487016583,-0.7619634095100639,-0.8262244534747464,1.4789922116312013,0.19094937693510575,-0.11816040766445612,-0.7735853696327631,-0.8202699067781509,-0.7758562562359083,-0.2258427677629226,-0.8821863276065844,-0.3105932183391393,-0.687726514984605,-0.43946255326392963,-0.33582481453521745,-0.009365784556729706,-0.30649617496386267
c1,31,0.0774,1,-0.7348723618880973,-0.959317975057051,-0.9999244116300814,-0.979428843724359,-0.6279804657516167,0.39239124418938776,-0.9540320951522651,-0.8331279746608633,-1.013237878592639,-0.9999102123070196,-0.17823564933409708,-0.11426774087098218,-1.446588892757255,-1.2421206458104126,-1.2189827617119071,-1.3203948381651993,0.3797016610286997,1.9728713203704367,0.10299880854054057,-0.8044146827066901,-0.8678032610181825,-0.8057245842214726,-0.5186780670838719,-0.7981027120305636,0.20248905478601514,-0.8174923122210576,-0.763612775405147,-0.8193952256524863,1.3727168169635384,0.2116590021488353,0.06648403144435265,-0.7686979693226833,-0.8298106245271716,-0.7714029944451541,-0.2220039425703344,-0.9148798835451399,-0.2574499099426667,-0.39233260535983344,-0.12860987536871854,-0.26907037316099813,0.014364244874365786,-0.5009689837455185
